"t","Pp","Virus_D","Productive"
69,1,0.0663259253620378,701
70,1,0.0663259253620378,668
71,1,0.0663259253620378,637
72,1,0.0663259253620378,591
73,1,0.0663259253620378,571
74,1,0.0663259253620378,540
75,1,0.0663259253620378,479
76,1,0.0663259253620378,427
77,1,0.0663259253620378,369
78,1,0.0663259253620378,322
79,1,0.0663259253620378,287
80,1,0.0663259253620378,252
81,1,0.0663259253620378,213
82,1,0.0663259253620378,173
83,1,0.0663259253620378,139
84,1,0.0663259253620378,116
85,1,0.0663259253620378,100
86,1,0.0663259253620378,82
87,1,0.0663259253620378,67
88,1,0.0663259253620378,56
89,1,0.0663259253620378,51
90,1,0.0663259253620378,42
91,1,0.0663259253620378,30
92,1,0.0663259253620378,23
93,1,0.0663259253620378,21
94,1,0.0663259253620378,16
95,1,0.0663259253620378,15
96,1,0.0663259253620378,12
1,1,-0.933674074637962,1
2,1,-0.933674074637962,2
3,1,-0.933674074637962,2
4,1,-0.933674074637962,6
5,1,-0.933674074637962,9
6,1,-0.933674074637962,10
7,1,-0.933674074637962,13
8,1,-0.933674074637962,15
9,1,-0.933674074637962,21
10,1,-0.933674074637962,26
11,1,-0.933674074637962,29
12,1,-0.933674074637962,33
13,1,-0.933674074637962,33
14,1,-0.933674074637962,38
15,1,-0.933674074637962,43
16,1,-0.933674074637962,44
17,1,-0.933674074637962,47
18,1,-0.933674074637962,51
19,1,-0.933674074637962,51
20,1,-0.933674074637962,61
21,1,-0.933674074637962,63
22,1,-0.933674074637962,62
23,1,-0.933674074637962,60
24,1,-0.933674074637962,71
25,1,-0.933674074637962,79
26,1,-0.933674074637962,83
27,1,-0.933674074637962,86
28,1,-0.933674074637962,90
29,1,-0.933674074637962,95
30,1,-0.933674074637962,95
31,1,-0.933674074637962,107
32,1,-0.933674074637962,104
33,1,-0.933674074637962,99
34,1,-0.933674074637962,97
35,1,-0.933674074637962,99
36,1,-0.933674074637962,109
37,1,-0.933674074637962,113
38,1,-0.933674074637962,124
39,1,-0.933674074637962,122
40,1,-0.933674074637962,117
41,1,-0.933674074637962,123
42,1,-0.933674074637962,133
43,1,-0.933674074637962,142
44,1,-0.933674074637962,143
45,1,-0.933674074637962,154
46,1,-0.933674074637962,152
47,1,-0.933674074637962,163
48,1,-0.933674074637962,166
49,1,-0.933674074637962,171
50,1,-0.933674074637962,173
51,1,-0.933674074637962,160
52,1,-0.933674074637962,163
53,1,-0.933674074637962,180
54,1,-0.933674074637962,179
55,1,-0.933674074637962,182
56,1,-0.933674074637962,189
57,1,-0.933674074637962,191
58,1,-0.933674074637962,204
59,1,-0.933674074637962,215
60,1,-0.933674074637962,216
61,1,-0.933674074637962,208
62,1,-0.933674074637962,221
63,1,-0.933674074637962,223
64,1,-0.933674074637962,219
65,1,-0.933674074637962,216
66,1,-0.933674074637962,221
67,1,-0.933674074637962,217
68,1,-0.933674074637962,238
69,1,-0.933674074637962,228
70,1,-0.933674074637962,244
71,1,-0.933674074637962,254
72,1,-0.933674074637962,256
73,1,-0.933674074637962,251
74,1,-0.933674074637962,244
75,1,-0.933674074637962,242
76,1,-0.933674074637962,252
77,1,-0.933674074637962,248
78,1,-0.933674074637962,254
79,1,-0.933674074637962,279
80,1,-0.933674074637962,257
81,1,-0.933674074637962,259
82,1,-0.933674074637962,260
83,1,-0.933674074637962,264
84,1,-0.933674074637962,288
85,1,-0.933674074637962,291
86,1,-0.933674074637962,289
87,1,-0.933674074637962,298
88,1,-0.933674074637962,308
89,1,-0.933674074637962,319
90,1,-0.933674074637962,344
91,1,-0.933674074637962,339
92,1,-0.933674074637962,338
93,1,-0.933674074637962,349
94,1,-0.933674074637962,337
95,1,-0.933674074637962,342
96,1,-0.933674074637962,354
1,1,1.06632592536204,2
2,1,1.06632592536204,5
3,1,1.06632592536204,11
4,1,1.06632592536204,20
5,1,1.06632592536204,61
6,1,1.06632592536204,116
7,1,1.06632592536204,214
8,1,1.06632592536204,317
9,1,1.06632592536204,451
10,1,1.06632592536204,637
11,1,1.06632592536204,807
12,1,1.06632592536204,995
13,1,1.06632592536204,1186
14,1,1.06632592536204,1377
15,1,1.06632592536204,1636
16,1,1.06632592536204,1934
17,1,1.06632592536204,2200
18,1,1.06632592536204,2495
19,1,1.06632592536204,2757
20,1,1.06632592536204,3027
21,1,1.06632592536204,3233
22,1,1.06632592536204,3259
23,1,1.06632592536204,3157
24,1,1.06632592536204,2918
25,1,1.06632592536204,2656
26,1,1.06632592536204,2310
27,1,1.06632592536204,1952
28,1,1.06632592536204,1622
29,1,1.06632592536204,1342
30,1,1.06632592536204,1111
31,1,1.06632592536204,887
32,1,1.06632592536204,722
33,1,1.06632592536204,583
34,1,1.06632592536204,469
35,1,1.06632592536204,377
36,1,1.06632592536204,308
37,1,1.06632592536204,242
38,1,1.06632592536204,202
39,1,1.06632592536204,165
40,1,1.06632592536204,121
41,1,1.06632592536204,91
42,1,1.06632592536204,81
43,1,1.06632592536204,58
44,1,1.06632592536204,47
45,1,1.06632592536204,36
46,1,1.06632592536204,30
47,1,1.06632592536204,28
48,1,1.06632592536204,22
49,1,1.06632592536204,21
50,1,1.06632592536204,17
51,1,1.06632592536204,13
52,1,1.06632592536204,12
53,1,1.06632592536204,9
54,1,1.06632592536204,9
55,1,1.06632592536204,6
56,1,1.06632592536204,6
57,1,1.06632592536204,6
58,1,1.06632592536204,5
59,1,1.06632592536204,5
60,1,1.06632592536204,5
61,1,1.06632592536204,4
62,1,1.06632592536204,3
63,1,1.06632592536204,2
64,1,1.06632592536204,2
65,1,1.06632592536204,1
66,1,1.06632592536204,1
67,1,1.06632592536204,1
68,1,1.06632592536204,1
69,1,1.06632592536204,1
70,1,1.06632592536204,1
71,1,1.06632592536204,1
72,1,1.06632592536204,1
73,1,1.06632592536204,1
74,1,1.06632592536204,1
75,1,1.06632592536204,1
76,1,1.06632592536204,1
77,1,1.06632592536204,1
78,1,1.06632592536204,1
79,1,1.06632592536204,1
80,1,1.06632592536204,1
81,1,1.06632592536204,1
82,1,1.06632592536204,1
83,1,1.06632592536204,1
84,1,1.06632592536204,1
85,1,1.06632592536204,1
86,1,1.06632592536204,1
87,1,1.06632592536204,1
88,1,1.06632592536204,1
89,1,1.06632592536204,1
90,1,1.06632592536204,1
91,1,1.06632592536204,1
92,1,1.06632592536204,1
93,1,1.06632592536204,1
94,1,1.06632592536204,1
95,1,1.06632592536204,1
96,1,1.06632592536204,1
1,1,2.06632592536204,2
2,1,2.06632592536204,5
3,1,2.06632592536204,13
4,1,2.06632592536204,30
5,1,2.06632592536204,88
6,1,2.06632592536204,220
7,1,2.06632592536204,506
8,1,2.06632592536204,1131
9,1,2.06632592536204,2134
10,1,2.06632592536204,3623
11,1,2.06632592536204,5071
12,1,2.06632592536204,5905
13,1,2.06632592536204,5512
14,1,2.06632592536204,4664
15,1,2.06632592536204,3809
16,1,2.06632592536204,3053
17,1,2.06632592536204,2462
18,1,2.06632592536204,1983
19,1,2.06632592536204,1617
20,1,2.06632592536204,1324
21,1,2.06632592536204,1084
22,1,2.06632592536204,878
23,1,2.06632592536204,726
24,1,2.06632592536204,606
25,1,2.06632592536204,498
26,1,2.06632592536204,413
27,1,2.06632592536204,335
28,1,2.06632592536204,277
29,1,2.06632592536204,216
30,1,2.06632592536204,167
31,1,2.06632592536204,134
32,1,2.06632592536204,107
33,1,2.06632592536204,89
34,1,2.06632592536204,74
35,1,2.06632592536204,60
36,1,2.06632592536204,48
37,1,2.06632592536204,37
38,1,2.06632592536204,25
39,1,2.06632592536204,19
40,1,2.06632592536204,17
41,1,2.06632592536204,14
42,1,2.06632592536204,11
43,1,2.06632592536204,10
44,1,2.06632592536204,8
45,1,2.06632592536204,8
46,1,2.06632592536204,6
47,1,2.06632592536204,5
48,1,2.06632592536204,3
49,1,2.06632592536204,2
50,1,2.06632592536204,1
51,1,2.06632592536204,1
52,1,2.06632592536204,1
53,1,2.06632592536204,1
54,1,2.06632592536204,1
55,1,2.06632592536204,1
56,1,2.06632592536204,1
57,1,2.06632592536204,1
58,1,2.06632592536204,1
59,1,2.06632592536204,1
60,1,2.06632592536204,1
61,1,2.06632592536204,1
62,1,2.06632592536204,1
63,1,2.06632592536204,1
64,1,2.06632592536204,1
65,1,2.06632592536204,1
66,1,2.06632592536204,1
67,1,2.06632592536204,1
68,1,2.06632592536204,1
69,1,2.06632592536204,1
70,1,2.06632592536204,1
71,1,2.06632592536204,1
72,1,2.06632592536204,1
73,1,2.06632592536204,1
74,1,2.06632592536204,1
75,1,2.06632592536204,1
76,1,2.06632592536204,1
77,1,2.06632592536204,1
78,1,2.06632592536204,1
79,1,2.06632592536204,1
80,1,2.06632592536204,1
81,1,2.06632592536204,1
82,1,2.06632592536204,1
83,1,2.06632592536204,1
84,1,2.06632592536204,1
85,1,2.06632592536204,1
86,1,2.06632592536204,1
87,1,2.06632592536204,1
88,1,2.06632592536204,1
89,1,2.06632592536204,1
90,1,2.06632592536204,1
91,1,2.06632592536204,1
92,1,2.06632592536204,1
93,1,2.06632592536204,1
94,1,2.06632592536204,1
95,1,2.06632592536204,1
96,1,2.06632592536204,1
1,1,3.06632592536204,2
2,1,3.06632592536204,5
3,1,3.06632592536204,6
4,1,3.06632592536204,20
5,1,3.06632592536204,55
6,1,3.06632592536204,152
7,1,3.06632592536204,391
8,1,3.06632592536204,1010
9,1,3.06632592536204,2353
10,1,3.06632592536204,4552
11,1,3.06632592536204,6392
12,1,3.06632592536204,6213
13,1,3.06632592536204,5103
14,1,3.06632592536204,4151
15,1,3.06632592536204,3380
16,1,3.06632592536204,2773
17,1,3.06632592536204,2235
18,1,3.06632592536204,1825
19,1,3.06632592536204,1488
20,1,3.06632592536204,1193
21,1,3.06632592536204,977
22,1,3.06632592536204,782
23,1,3.06632592536204,645
24,1,3.06632592536204,532
25,1,3.06632592536204,440
26,1,3.06632592536204,351
27,1,3.06632592536204,291
28,1,3.06632592536204,226
29,1,3.06632592536204,174
30,1,3.06632592536204,148
31,1,3.06632592536204,123
32,1,3.06632592536204,104
33,1,3.06632592536204,90
34,1,3.06632592536204,71
35,1,3.06632592536204,56
36,1,3.06632592536204,49
37,1,3.06632592536204,37
38,1,3.06632592536204,28
39,1,3.06632592536204,24
40,1,3.06632592536204,20
41,1,3.06632592536204,16
42,1,3.06632592536204,13
43,1,3.06632592536204,11
44,1,3.06632592536204,10
45,1,3.06632592536204,7
46,1,3.06632592536204,4
47,1,3.06632592536204,4
48,1,3.06632592536204,4
49,1,3.06632592536204,4
50,1,3.06632592536204,3
51,1,3.06632592536204,3
52,1,3.06632592536204,2
53,1,3.06632592536204,1
54,1,3.06632592536204,1
55,1,3.06632592536204,1
56,1,3.06632592536204,1
57,1,3.06632592536204,1
58,1,3.06632592536204,1
59,1,3.06632592536204,1
60,1,3.06632592536204,1
61,1,3.06632592536204,1
62,1,3.06632592536204,1
63,1,3.06632592536204,1
64,1,3.06632592536204,1
65,1,3.06632592536204,1
66,1,3.06632592536204,1
67,1,3.06632592536204,1
68,1,3.06632592536204,1
69,1,3.06632592536204,1
70,1,3.06632592536204,1
71,1,3.06632592536204,1
72,1,3.06632592536204,1
73,1,3.06632592536204,1
74,1,3.06632592536204,1
75,1,3.06632592536204,1
76,1,3.06632592536204,1
77,1,3.06632592536204,1
78,1,3.06632592536204,1
79,1,3.06632592536204,1
80,1,3.06632592536204,1
81,1,3.06632592536204,1
82,1,3.06632592536204,1
83,1,3.06632592536204,1
84,1,3.06632592536204,1
85,1,3.06632592536204,1
86,1,3.06632592536204,1
87,1,3.06632592536204,1
88,1,3.06632592536204,1
89,1,3.06632592536204,1
90,1,3.06632592536204,1
91,1,3.06632592536204,1
92,1,3.06632592536204,1
93,1,3.06632592536204,1
94,1,3.06632592536204,1
95,1,3.06632592536204,1
96,1,3.06632592536204,1
1,1,0.367355921026019,2
2,1,0.367355921026019,5
3,1,0.367355921026019,9
4,1,0.367355921026019,15
5,1,0.367355921026019,25
6,1,0.367355921026019,45
7,1,0.367355921026019,65
8,1,0.367355921026019,96
9,1,0.367355921026019,130
10,1,0.367355921026019,155
11,1,0.367355921026019,194
12,1,0.367355921026019,232
13,1,0.367355921026019,259
14,1,0.367355921026019,299
15,1,0.367355921026019,324
16,1,0.367355921026019,375
17,1,0.367355921026019,406
18,1,0.367355921026019,466
19,1,0.367355921026019,511
20,1,0.367355921026019,591
21,1,0.367355921026019,619
22,1,0.367355921026019,653
23,1,0.367355921026019,717
24,1,0.367355921026019,762
25,1,0.367355921026019,793
26,1,0.367355921026019,838
27,1,0.367355921026019,887
28,1,0.367355921026019,924
29,1,0.367355921026019,977
30,1,0.367355921026019,1021
31,1,0.367355921026019,1087
32,1,0.367355921026019,1139
33,1,0.367355921026019,1192
34,1,0.367355921026019,1235
35,1,0.367355921026019,1264
36,1,0.367355921026019,1362
37,1,0.367355921026019,1416
38,1,0.367355921026019,1478
39,1,0.367355921026019,1521
40,1,0.367355921026019,1546
41,1,0.367355921026019,1627
42,1,0.367355921026019,1646
43,1,0.367355921026019,1615
44,1,0.367355921026019,1573
45,1,0.367355921026019,1530
46,1,0.367355921026019,1526
47,1,0.367355921026019,1400
48,1,0.367355921026019,1294
49,1,0.367355921026019,1206
50,1,0.367355921026019,1115
51,1,0.367355921026019,1024
52,1,0.367355921026019,956
53,1,0.367355921026019,854
54,1,0.367355921026019,782
55,1,0.367355921026019,706
56,1,0.367355921026019,618
57,1,0.367355921026019,533
58,1,0.367355921026019,443
59,1,0.367355921026019,372
60,1,0.367355921026019,309
61,1,0.367355921026019,253
62,1,0.367355921026019,205
63,1,0.367355921026019,170
64,1,0.367355921026019,141
65,1,0.367355921026019,115
66,1,0.367355921026019,86
67,1,0.367355921026019,77
68,1,0.367355921026019,68
69,1,0.367355921026019,53
70,1,0.367355921026019,43
71,1,0.367355921026019,34
72,1,0.367355921026019,28
73,1,0.367355921026019,21
74,1,0.367355921026019,14
75,1,0.367355921026019,10
76,1,0.367355921026019,9
77,1,0.367355921026019,8
78,1,0.367355921026019,7
79,1,0.367355921026019,3
80,1,0.367355921026019,3
81,1,0.367355921026019,3
82,1,0.367355921026019,1
83,1,0.367355921026019,1
84,1,0.367355921026019,1
85,1,0.367355921026019,1
86,1,0.367355921026019,1
87,1,0.367355921026019,1
88,1,0.367355921026019,1
89,1,0.367355921026019,1
90,1,0.367355921026019,1
91,1,0.367355921026019,1
92,1,0.367355921026019,1
93,1,0.367355921026019,1
94,1,0.367355921026019,1
95,1,0.367355921026019,1
96,1,0.367355921026019,1
1,1,-0.632644078973981,1
2,1,-0.632644078973981,2
3,1,-0.632644078973981,2
4,1,-0.632644078973981,6
5,1,-0.632644078973981,13
6,1,-0.632644078973981,10
7,1,-0.632644078973981,12
8,1,-0.632644078973981,18
9,1,-0.632644078973981,30
10,1,-0.632644078973981,33
11,1,-0.632644078973981,38
12,1,-0.632644078973981,42
13,1,-0.632644078973981,49
14,1,-0.632644078973981,48
15,1,-0.632644078973981,50
16,1,-0.632644078973981,54
17,1,-0.632644078973981,54
18,1,-0.632644078973981,64
19,1,-0.632644078973981,73
20,1,-0.632644078973981,81
21,1,-0.632644078973981,78
22,1,-0.632644078973981,87
23,1,-0.632644078973981,99
24,1,-0.632644078973981,101
25,1,-0.632644078973981,101
26,1,-0.632644078973981,107
27,1,-0.632644078973981,111
28,1,-0.632644078973981,119
29,1,-0.632644078973981,132
30,1,-0.632644078973981,133
31,1,-0.632644078973981,142
32,1,-0.632644078973981,157
33,1,-0.632644078973981,165
34,1,-0.632644078973981,156
35,1,-0.632644078973981,172
36,1,-0.632644078973981,172
37,1,-0.632644078973981,177
38,1,-0.632644078973981,192
39,1,-0.632644078973981,189
40,1,-0.632644078973981,198
41,1,-0.632644078973981,200
42,1,-0.632644078973981,202
43,1,-0.632644078973981,202
44,1,-0.632644078973981,217
45,1,-0.632644078973981,225
46,1,-0.632644078973981,245
47,1,-0.632644078973981,239
48,1,-0.632644078973981,253
49,1,-0.632644078973981,251
50,1,-0.632644078973981,254
51,1,-0.632644078973981,257
52,1,-0.632644078973981,270
53,1,-0.632644078973981,254
54,1,-0.632644078973981,270
55,1,-0.632644078973981,279
56,1,-0.632644078973981,279
57,1,-0.632644078973981,300
58,1,-0.632644078973981,294
59,1,-0.632644078973981,304
60,1,-0.632644078973981,308
61,1,-0.632644078973981,307
62,1,-0.632644078973981,325
63,1,-0.632644078973981,337
64,1,-0.632644078973981,355
65,1,-0.632644078973981,360
66,1,-0.632644078973981,380
67,1,-0.632644078973981,381
68,1,-0.632644078973981,402
69,1,-0.632644078973981,405
70,1,-0.632644078973981,399
71,1,-0.632644078973981,392
72,1,-0.632644078973981,409
73,1,-0.632644078973981,404
74,1,-0.632644078973981,413
75,1,-0.632644078973981,406
76,1,-0.632644078973981,420
77,1,-0.632644078973981,410
78,1,-0.632644078973981,410
79,1,-0.632644078973981,433
80,1,-0.632644078973981,447
81,1,-0.632644078973981,455
82,1,-0.632644078973981,472
83,1,-0.632644078973981,477
84,1,-0.632644078973981,483
85,1,-0.632644078973981,471
86,1,-0.632644078973981,476
87,1,-0.632644078973981,496
88,1,-0.632644078973981,502
89,1,-0.632644078973981,495
90,1,-0.632644078973981,498
91,1,-0.632644078973981,501
92,1,-0.632644078973981,530
93,1,-0.632644078973981,546
94,1,-0.632644078973981,556
95,1,-0.632644078973981,580
96,1,-0.632644078973981,559
1,1,1.36735592102602,2
2,1,1.36735592102602,5
3,1,1.36735592102602,11
4,1,1.36735592102602,20
5,1,1.36735592102602,53
6,1,1.36735592102602,127
7,1,1.36735592102602,271
8,1,1.36735592102602,517
9,1,1.36735592102602,833
10,1,1.36735592102602,1183
11,1,1.36735592102602,1567
12,1,1.36735592102602,1951
13,1,1.36735592102602,2356
14,1,1.36735592102602,2826
15,1,1.36735592102602,3282
16,1,1.36735592102602,3732
17,1,1.36735592102602,3952
18,1,1.36735592102602,3863
19,1,1.36735592102602,3634
20,1,1.36735592102602,3210
21,1,1.36735592102602,2729
22,1,1.36735592102602,2260
23,1,1.36735592102602,1843
24,1,1.36735592102602,1489
25,1,1.36735592102602,1206
26,1,1.36735592102602,970
27,1,1.36735592102602,770
28,1,1.36735592102602,636
29,1,1.36735592102602,518
30,1,1.36735592102602,420
31,1,1.36735592102602,354
32,1,1.36735592102602,273
33,1,1.36735592102602,220
34,1,1.36735592102602,185
35,1,1.36735592102602,158
36,1,1.36735592102602,121
37,1,1.36735592102602,102
38,1,1.36735592102602,86
39,1,1.36735592102602,69
40,1,1.36735592102602,59
41,1,1.36735592102602,51
42,1,1.36735592102602,42
43,1,1.36735592102602,32
44,1,1.36735592102602,26
45,1,1.36735592102602,21
46,1,1.36735592102602,20
47,1,1.36735592102602,17
48,1,1.36735592102602,12
49,1,1.36735592102602,10
50,1,1.36735592102602,8
51,1,1.36735592102602,7
52,1,1.36735592102602,7
53,1,1.36735592102602,6
54,1,1.36735592102602,5
55,1,1.36735592102602,4
56,1,1.36735592102602,3
57,1,1.36735592102602,3
58,1,1.36735592102602,2
59,1,1.36735592102602,1
60,1,1.36735592102602,1
61,1,1.36735592102602,1
62,1,1.36735592102602,1
63,1,1.36735592102602,1
64,1,1.36735592102602,1
65,1,1.36735592102602,1
66,1,1.36735592102602,1
67,1,1.36735592102602,1
68,1,1.36735592102602,1
69,1,1.36735592102602,1
70,1,1.36735592102602,1
71,1,1.36735592102602,1
72,1,1.36735592102602,1
73,1,1.36735592102602,1
74,1,1.36735592102602,1
75,1,1.36735592102602,1
76,1,1.36735592102602,1
77,1,1.36735592102602,1
78,1,1.36735592102602,1
79,1,1.36735592102602,1
80,1,1.36735592102602,1
81,1,1.36735592102602,1
82,1,1.36735592102602,1
83,1,1.36735592102602,1
84,1,1.36735592102602,1
85,1,1.36735592102602,1
86,1,1.36735592102602,1
87,1,1.36735592102602,1
88,1,1.36735592102602,1
89,1,1.36735592102602,1
90,1,1.36735592102602,1
91,1,1.36735592102602,1
92,1,1.36735592102602,1
93,1,1.36735592102602,1
94,1,1.36735592102602,1
95,1,1.36735592102602,1
96,1,1.36735592102602,1
1,1,2.36735592102602,2
2,1,2.36735592102602,5
3,1,2.36735592102602,13
4,1,2.36735592102602,30
5,1,2.36735592102602,88
6,1,2.36735592102602,229
7,1,2.36735592102602,561
8,1,2.36735592102602,1293
9,1,2.36735592102602,2788
10,1,2.36735592102602,4802
11,1,2.36735592102602,6260
12,1,2.36735592102602,6085
13,1,2.36735592102602,5099
14,1,2.36735592102602,4081
15,1,2.36735592102602,3320
16,1,2.36735592102602,2712
17,1,2.36735592102602,2201
18,1,2.36735592102602,1786
19,1,2.36735592102602,1437
20,1,2.36735592102602,1174
21,1,2.36735592102602,979
22,1,2.36735592102602,787
23,1,2.36735592102602,635
24,1,2.36735592102602,524
25,1,2.36735592102602,425
26,1,2.36735592102602,360
27,1,2.36735592102602,293
28,1,2.36735592102602,246
29,1,2.36735592102602,209
30,1,2.36735592102602,176
31,1,2.36735592102602,152
32,1,2.36735592102602,126
33,1,2.36735592102602,106
34,1,2.36735592102602,89
35,1,2.36735592102602,71
36,1,2.36735592102602,61
37,1,2.36735592102602,43
38,1,2.36735592102602,37
39,1,2.36735592102602,31
40,1,2.36735592102602,25
41,1,2.36735592102602,19
42,1,2.36735592102602,17
43,1,2.36735592102602,14
44,1,2.36735592102602,12
45,1,2.36735592102602,9
46,1,2.36735592102602,7
47,1,2.36735592102602,6
48,1,2.36735592102602,2
49,1,2.36735592102602,2
50,1,2.36735592102602,2
51,1,2.36735592102602,1
52,1,2.36735592102602,1
53,1,2.36735592102602,1
54,1,2.36735592102602,1
55,1,2.36735592102602,1
56,1,2.36735592102602,1
57,1,2.36735592102602,1
58,1,2.36735592102602,1
59,1,2.36735592102602,1
60,1,2.36735592102602,1
61,1,2.36735592102602,1
62,1,2.36735592102602,1
63,1,2.36735592102602,1
64,1,2.36735592102602,1
65,1,2.36735592102602,1
66,1,2.36735592102602,1
67,1,2.36735592102602,1
68,1,2.36735592102602,1
69,1,2.36735592102602,1
70,1,2.36735592102602,1
71,1,2.36735592102602,1
72,1,2.36735592102602,1
73,1,2.36735592102602,1
74,1,2.36735592102602,1
75,1,2.36735592102602,1
76,1,2.36735592102602,1
77,1,2.36735592102602,1
78,1,2.36735592102602,1
79,1,2.36735592102602,1
80,1,2.36735592102602,1
81,1,2.36735592102602,1
82,1,2.36735592102602,1
83,1,2.36735592102602,1
84,1,2.36735592102602,1
85,1,2.36735592102602,1
86,1,2.36735592102602,1
87,1,2.36735592102602,1
88,1,2.36735592102602,1
89,1,2.36735592102602,1
90,1,2.36735592102602,1
91,1,2.36735592102602,1
92,1,2.36735592102602,1
93,1,2.36735592102602,1
94,1,2.36735592102602,1
95,1,2.36735592102602,1
96,1,2.36735592102602,1
1,1,3.36735592102602,2
2,1,3.36735592102602,5
3,1,3.36735592102602,6
4,1,3.36735592102602,20
5,1,3.36735592102602,60
6,1,3.36735592102602,150
7,1,3.36735592102602,420
8,1,3.36735592102602,1125
9,1,3.36735592102602,2532
10,1,3.36735592102602,4831
11,1,3.36735592102602,6484
12,1,3.36735592102602,6097
13,1,3.36735592102602,5023
14,1,3.36735592102602,4045
15,1,3.36735592102602,3239
16,1,3.36735592102602,2613
17,1,3.36735592102602,2122
18,1,3.36735592102602,1733
19,1,3.36735592102602,1412
20,1,3.36735592102602,1129
21,1,3.36735592102602,923
22,1,3.36735592102602,767
23,1,3.36735592102602,622
24,1,3.36735592102602,487
25,1,3.36735592102602,400
26,1,3.36735592102602,342
27,1,3.36735592102602,289
28,1,3.36735592102602,234
29,1,3.36735592102602,189
30,1,3.36735592102602,152
31,1,3.36735592102602,125
32,1,3.36735592102602,95
33,1,3.36735592102602,83
34,1,3.36735592102602,70
35,1,3.36735592102602,57
36,1,3.36735592102602,52
37,1,3.36735592102602,41
38,1,3.36735592102602,32
39,1,3.36735592102602,27
40,1,3.36735592102602,17
41,1,3.36735592102602,14
42,1,3.36735592102602,11
43,1,3.36735592102602,7
44,1,3.36735592102602,5
45,1,3.36735592102602,5
46,1,3.36735592102602,5
47,1,3.36735592102602,3
48,1,3.36735592102602,2
49,1,3.36735592102602,1
50,1,3.36735592102602,1
51,1,3.36735592102602,1
52,1,3.36735592102602,1
53,1,3.36735592102602,1
54,1,3.36735592102602,1
55,1,3.36735592102602,1
56,1,3.36735592102602,1
57,1,3.36735592102602,1
58,1,3.36735592102602,1
59,1,3.36735592102602,1
60,1,3.36735592102602,1
61,1,3.36735592102602,1
62,1,3.36735592102602,1
63,1,3.36735592102602,1
64,1,3.36735592102602,1
65,1,3.36735592102602,1
66,1,3.36735592102602,1
67,1,3.36735592102602,1
68,1,3.36735592102602,1
69,1,3.36735592102602,1
70,1,3.36735592102602,1
71,1,3.36735592102602,1
72,1,3.36735592102602,1
73,1,3.36735592102602,1
74,1,3.36735592102602,1
75,1,3.36735592102602,1
76,1,3.36735592102602,1
77,1,3.36735592102602,1
78,1,3.36735592102602,1
79,1,3.36735592102602,1
80,1,3.36735592102602,1
81,1,3.36735592102602,1
82,1,3.36735592102602,1
83,1,3.36735592102602,1
84,1,3.36735592102602,1
85,1,3.36735592102602,1
86,1,3.36735592102602,1
87,1,3.36735592102602,1
88,1,3.36735592102602,1
89,1,3.36735592102602,1
90,1,3.36735592102602,1
91,1,3.36735592102602,1
92,1,3.36735592102602,1
93,1,3.36735592102602,1
94,1,3.36735592102602,1
95,1,3.36735592102602,1
96,1,3.36735592102602,1
1,1,0.5434471800817,2
2,1,0.5434471800817,5
3,1,0.5434471800817,9
4,1,0.5434471800817,27
5,1,0.5434471800817,50
6,1,0.5434471800817,69
7,1,0.5434471800817,92
8,1,0.5434471800817,132
