"t","Pp","Virus_D","Virions"
22,1,2.06632592536204,558019
23,1,2.06632592536204,506693
24,1,2.06632592536204,457935
25,1,2.06632592536204,412257
26,1,2.06632592536204,369193
27,1,2.06632592536204,329310
28,1,2.06632592536204,293265
29,1,2.06632592536204,259990
30,1,2.06632592536204,229347
31,1,2.06632592536204,201939
32,1,2.06632592536204,177096
33,1,2.06632592536204,155318
34,1,2.06632592536204,136028
35,1,2.06632592536204,118911
36,1,2.06632592536204,103821
37,1,2.06632592536204,90336
38,1,2.06632592536204,78299
39,1,2.06632592536204,67804
40,1,2.06632592536204,58620
41,1,2.06632592536204,50671
42,1,2.06632592536204,43853
43,1,2.06632592536204,37811
44,1,2.06632592536204,32731
45,1,2.06632592536204,28223
46,1,2.06632592536204,24492
47,1,2.06632592536204,21107
48,1,2.06632592536204,18195
49,1,2.06632592536204,15679
50,1,2.06632592536204,13457
51,1,2.06632592536204,11601
52,1,2.06632592536204,9986
53,1,2.06632592536204,8618
54,1,2.06632592536204,7381
55,1,2.06632592536204,6401
56,1,2.06632592536204,5527
57,1,2.06632592536204,4776
58,1,2.06632592536204,4171
59,1,2.06632592536204,3580
60,1,2.06632592536204,3091
61,1,2.06632592536204,2670
62,1,2.06632592536204,2323
63,1,2.06632592536204,2017
64,1,2.06632592536204,1746
65,1,2.06632592536204,1557
66,1,2.06632592536204,1398
67,1,2.06632592536204,1251
68,1,2.06632592536204,1094
69,1,2.06632592536204,961
70,1,2.06632592536204,865
71,1,2.06632592536204,767
72,1,2.06632592536204,703
73,1,2.06632592536204,669
74,1,2.06632592536204,617
75,1,2.06632592536204,563
76,1,2.06632592536204,518
77,1,2.06632592536204,473
78,1,2.06632592536204,461
79,1,2.06632592536204,435
80,1,2.06632592536204,414
81,1,2.06632592536204,389
82,1,2.06632592536204,381
83,1,2.06632592536204,365
84,1,2.06632592536204,353
85,1,2.06632592536204,349
86,1,2.06632592536204,329
87,1,2.06632592536204,315
88,1,2.06632592536204,317
89,1,2.06632592536204,312
90,1,2.06632592536204,313
91,1,2.06632592536204,306
92,1,2.06632592536204,304
93,1,2.06632592536204,304
94,1,2.06632592536204,296
95,1,2.06632592536204,297
96,1,2.06632592536204,302
1,1,3.06632592536204,41
2,1,3.06632592536204,166
3,1,3.06632592536204,344
4,1,3.06632592536204,737
5,1,3.06632592536204,2061
6,1,3.06632592536204,5332
7,1,3.06632592536204,14528
8,1,3.06632592536204,37876
9,1,3.06632592536204,94167
10,1,3.06632592536204,210733
11,1,3.06632592536204,393220
12,1,3.06632592536204,578319
13,1,3.06632592536204,703592
14,1,3.06632592536204,773492
15,1,3.06632592536204,800273
16,1,3.06632592536204,798197
17,1,3.06632592536204,775777
18,1,3.06632592536204,739199
19,1,3.06632592536204,693271
20,1,3.06632592536204,642221
21,1,3.06632592536204,589689
22,1,3.06632592536204,536123
23,1,3.06632592536204,484848
24,1,3.06632592536204,436386
25,1,3.06632592536204,391440
26,1,3.06632592536204,349404
27,1,3.06632592536204,310494
28,1,3.06632592536204,275269
29,1,3.06632592536204,242990
30,1,3.06632592536204,213648
31,1,3.06632592536204,187479
32,1,3.06632592536204,164405
33,1,3.06632592536204,144002
34,1,3.06632592536204,126230
35,1,3.06632592536204,110176
36,1,3.06632592536204,96073
37,1,3.06632592536204,83744
38,1,3.06632592536204,73094
39,1,3.06632592536204,63269
40,1,3.06632592536204,54868
41,1,3.06632592536204,47567
42,1,3.06632592536204,41180
43,1,3.06632592536204,35585
44,1,3.06632592536204,30744
45,1,3.06632592536204,26598
46,1,3.06632592536204,22913
47,1,3.06632592536204,19678
48,1,3.06632592536204,16972
49,1,3.06632592536204,14650
50,1,3.06632592536204,12596
51,1,3.06632592536204,10824
52,1,3.06632592536204,9400
53,1,3.06632592536204,8056
54,1,3.06632592536204,6856
55,1,3.06632592536204,5901
56,1,3.06632592536204,5091
57,1,3.06632592536204,4432
58,1,3.06632592536204,3765
59,1,3.06632592536204,3244
60,1,3.06632592536204,2797
61,1,3.06632592536204,2440
62,1,3.06632592536204,2102
63,1,3.06632592536204,1845
64,1,3.06632592536204,1627
65,1,3.06632592536204,1400
66,1,3.06632592536204,1240
67,1,3.06632592536204,1109
68,1,3.06632592536204,1008
69,1,3.06632592536204,919
70,1,3.06632592536204,862
71,1,3.06632592536204,755
72,1,3.06632592536204,664
73,1,3.06632592536204,619
74,1,3.06632592536204,571
75,1,3.06632592536204,527
76,1,3.06632592536204,481
77,1,3.06632592536204,451
78,1,3.06632592536204,427
79,1,3.06632592536204,394
80,1,3.06632592536204,373
81,1,3.06632592536204,357
82,1,3.06632592536204,336
83,1,3.06632592536204,333
84,1,3.06632592536204,324
85,1,3.06632592536204,318
86,1,3.06632592536204,303
87,1,3.06632592536204,293
88,1,3.06632592536204,290
89,1,3.06632592536204,281
90,1,3.06632592536204,290
91,1,3.06632592536204,282
92,1,3.06632592536204,278
93,1,3.06632592536204,266
94,1,3.06632592536204,265
95,1,3.06632592536204,269
96,1,3.06632592536204,278
1,1,0.367355921026019,41
2,1,0.367355921026019,166
3,1,0.367355921026019,423
4,1,0.367355921026019,876
5,1,0.367355921026019,1470
6,1,0.367355921026019,2589
7,1,0.367355921026019,4132
8,1,0.367355921026019,6519
9,1,0.367355921026019,9685
10,1,0.367355921026019,13885
11,1,0.367355921026019,18467
12,1,0.367355921026019,23516
13,1,0.367355921026019,29571
14,1,0.367355921026019,35773
15,1,0.367355921026019,42670
16,1,0.367355921026019,49576
17,1,0.367355921026019,57131
18,1,0.367355921026019,65752
19,1,0.367355921026019,74562
20,1,0.367355921026019,84389
21,1,0.367355921026019,94549
22,1,0.367355921026019,104521
23,1,0.367355921026019,115056
24,1,0.367355921026019,126492
25,1,0.367355921026019,137204
26,1,0.367355921026019,147530
27,1,0.367355921026019,158221
28,1,0.367355921026019,169428
29,1,0.367355921026019,180583
30,1,0.367355921026019,191798
31,1,0.367355921026019,203260
32,1,0.367355921026019,215605
33,1,0.367355921026019,228108
34,1,0.367355921026019,240915
35,1,0.367355921026019,252993
36,1,0.367355921026019,265548
37,1,0.367355921026019,279228
38,1,0.367355921026019,293133
39,1,0.367355921026019,307012
40,1,0.367355921026019,320703
41,1,0.367355921026019,333366
42,1,0.367355921026019,346385
43,1,0.367355921026019,357202
44,1,0.367355921026019,364413
45,1,0.367355921026019,369528
46,1,0.367355921026019,372630
47,1,0.367355921026019,372665
48,1,0.367355921026019,368703
49,1,0.367355921026019,361923
50,1,0.367355921026019,352770
51,1,0.367355921026019,341871
52,1,0.367355921026019,328922
53,1,0.367355921026019,314997
54,1,0.367355921026019,300123
55,1,0.367355921026019,284333
56,1,0.367355921026019,267581
57,1,0.367355921026019,250193
58,1,0.367355921026019,231800
59,1,0.367355921026019,213650
60,1,0.367355921026019,195087
61,1,0.367355921026019,177461
62,1,0.367355921026019,160147
63,1,0.367355921026019,143942
64,1,0.367355921026019,128628
65,1,0.367355921026019,114682
66,1,0.367355921026019,101712
67,1,0.367355921026019,90092
68,1,0.367355921026019,79759
69,1,0.367355921026019,70498
70,1,0.367355921026019,61925
71,1,0.367355921026019,54269
72,1,0.367355921026019,47520
73,1,0.367355921026019,41502
74,1,0.367355921026019,36254
75,1,0.367355921026019,31528
76,1,0.367355921026019,27309
77,1,0.367355921026019,23598
78,1,0.367355921026019,20369
79,1,0.367355921026019,17596
80,1,0.367355921026019,15239
81,1,0.367355921026019,13183
82,1,0.367355921026019,11356
83,1,0.367355921026019,9662
84,1,0.367355921026019,8277
85,1,0.367355921026019,7058
86,1,0.367355921026019,6111
87,1,0.367355921026019,5259
88,1,0.367355921026019,4487
89,1,0.367355921026019,3888
90,1,0.367355921026019,3384
91,1,0.367355921026019,2904
92,1,0.367355921026019,2542
93,1,0.367355921026019,2229
94,1,0.367355921026019,1942
95,1,0.367355921026019,1699
96,1,0.367355921026019,1481
1,1,-0.632644078973981,39
2,1,-0.632644078973981,83
3,1,-0.632644078973981,134
4,1,-0.632644078973981,279
5,1,-0.632644078973981,642
6,1,-0.632644078973981,1031
7,1,-0.632644078973981,1323
8,1,-0.632644078973981,1719
9,1,-0.632644078973981,2452
10,1,-0.632644078973981,3173
11,1,-0.632644078973981,4180
12,1,-0.632644078973981,5008
13,1,-0.632644078973981,5946
14,1,-0.632644078973981,6947
15,1,-0.632644078973981,7741
16,1,-0.632644078973981,8591
17,1,-0.632644078973981,9471
18,1,-0.632644078973981,10510
19,1,-0.632644078973981,11478
20,1,-0.632644078973981,12608
21,1,-0.632644078973981,13816
22,1,-0.632644078973981,15006
23,1,-0.632644078973981,16251
24,1,-0.632644078973981,17644
25,1,-0.632644078973981,18802
26,1,-0.632644078973981,19962
27,1,-0.632644078973981,21169
28,1,-0.632644078973981,22522
29,1,-0.632644078973981,23896
30,1,-0.632644078973981,25408
31,1,-0.632644078973981,26803
32,1,-0.632644078973981,28552
33,1,-0.632644078973981,30283
34,1,-0.632644078973981,31981
35,1,-0.632644078973981,33527
36,1,-0.632644078973981,35038
37,1,-0.632644078973981,36590
38,1,-0.632644078973981,38380
39,1,-0.632644078973981,39805
40,1,-0.632644078973981,41214
41,1,-0.632644078973981,42966
42,1,-0.632644078973981,44209
43,1,-0.632644078973981,45307
44,1,-0.632644078973981,46482
45,1,-0.632644078973981,48022
46,1,-0.632644078973981,49854
47,1,-0.632644078973981,51549
48,1,-0.632644078973981,53280
49,1,-0.632644078973981,55035
50,1,-0.632644078973981,56501
51,1,-0.632644078973981,57947
52,1,-0.632644078973981,59721
53,1,-0.632644078973981,60843
54,1,-0.632644078973981,61784
55,1,-0.632644078973981,63209
56,1,-0.632644078973981,64309
57,1,-0.632644078973981,66069
58,1,-0.632644078973981,67376
59,1,-0.632644078973981,68705
60,1,-0.632644078973981,70334
61,1,-0.632644078973981,71598
62,1,-0.632644078973981,72721
63,1,-0.632644078973981,74250
64,1,-0.632644078973981,76674
65,1,-0.632644078973981,78598
66,1,-0.632644078973981,81061
67,1,-0.632644078973981,83065
68,1,-0.632644078973981,85964
69,1,-0.632644078973981,88262
70,1,-0.632644078973981,90398
71,1,-0.632644078973981,91993
72,1,-0.632644078973981,93998
73,1,-0.632644078973981,95436
74,1,-0.632644078973981,96833
75,1,-0.632644078973981,97976
76,1,-0.632644078973981,99250
77,1,-0.632644078973981,100477
78,1,-0.632644078973981,101122
79,1,-0.632644078973981,102065
80,1,-0.632644078973981,104230
81,1,-0.632644078973981,106013
82,1,-0.632644078973981,107840
83,1,-0.632644078973981,110110
84,1,-0.632644078973981,111910
85,1,-0.632644078973981,113542
86,1,-0.632644078973981,114751
87,1,-0.632644078973981,116466
88,1,-0.632644078973981,118257
89,1,-0.632644078973981,119421
90,1,-0.632644078973981,120553
91,1,-0.632644078973981,122135
92,1,-0.632644078973981,123702
93,1,-0.632644078973981,126027
94,1,-0.632644078973981,127775
95,1,-0.632644078973981,130174
96,1,-0.632644078973981,132456
1,1,1.36735592102602,41
2,1,1.36735592102602,166
3,1,1.36735592102602,429
4,1,1.36735592102602,1003
5,1,1.36735592102602,2308
6,1,1.36735592102602,5402
7,1,1.36735592102602,12183
8,1,1.36735592102602,25207
9,1,1.36735592102602,47128
10,1,1.36735592102602,78484
11,1,1.36735592102602,118928
12,1,1.36735592102602,167653
13,1,1.36735592102602,224262
14,1,1.36735592102602,288897
15,1,1.36735592102602,362082
16,1,1.36735592102602,441583
17,1,1.36735592102602,522934
18,1,1.36735592102602,594412
19,1,1.36735592102602,649095
20,1,1.36735592102602,682967
21,1,1.36735592102602,694326
22,1,1.36735592102602,687185
23,1,1.36735592102602,663160
24,1,1.36735592102602,627768
25,1,1.36735592102602,585745
26,1,1.36735592102602,541539
27,1,1.36735592102602,495358
28,1,1.36735592102602,449985
29,1,1.36735592102602,405826
30,1,1.36735592102602,364328
31,1,1.36735592102602,325995
32,1,1.36735592102602,289815
33,1,1.36735592102602,256966
34,1,1.36735592102602,227193
35,1,1.36735592102602,200662
36,1,1.36735592102602,176987
37,1,1.36735592102602,155375
38,1,1.36735592102602,136605
39,1,1.36735592102602,119834
40,1,1.36735592102602,104934
41,1,1.36735592102602,91840
42,1,1.36735592102602,80308
43,1,1.36735592102602,69932
44,1,1.36735592102602,60923
45,1,1.36735592102602,52995
46,1,1.36735592102602,46054
47,1,1.36735592102602,40097
48,1,1.36735592102602,34773
49,1,1.36735592102602,30186
50,1,1.36735592102602,26202
51,1,1.36735592102602,22726
52,1,1.36735592102602,19685
53,1,1.36735592102602,17081
54,1,1.36735592102602,14762
55,1,1.36735592102602,12799
56,1,1.36735592102602,11104
57,1,1.36735592102602,9663
58,1,1.36735592102602,8364
59,1,1.36735592102602,7259
60,1,1.36735592102602,6274
61,1,1.36735592102602,5435
62,1,1.36735592102602,4691
63,1,1.36735592102602,4029
64,1,1.36735592102602,3485
65,1,1.36735592102602,3030
66,1,1.36735592102602,2621
67,1,1.36735592102602,2267
68,1,1.36735592102602,1935
69,1,1.36735592102602,1682
70,1,1.36735592102602,1462
71,1,1.36735592102602,1285
72,1,1.36735592102602,1123
73,1,1.36735592102602,995
74,1,1.36735592102602,885
75,1,1.36735592102602,793
76,1,1.36735592102602,727
77,1,1.36735592102602,661
78,1,1.36735592102602,615
79,1,1.36735592102602,559
80,1,1.36735592102602,525
81,1,1.36735592102602,487
82,1,1.36735592102602,452
83,1,1.36735592102602,433
84,1,1.36735592102602,395
85,1,1.36735592102602,360
86,1,1.36735592102602,333
87,1,1.36735592102602,329
88,1,1.36735592102602,309
89,1,1.36735592102602,294
90,1,1.36735592102602,287
91,1,1.36735592102602,280
92,1,1.36735592102602,271
93,1,1.36735592102602,277
94,1,1.36735592102602,279
95,1,1.36735592102602,267
96,1,1.36735592102602,274
1,1,2.36735592102602,41
2,1,2.36735592102602,166
3,1,2.36735592102602,465
4,1,2.36735592102602,1123
5,1,2.36735592102602,3224
6,1,2.36735592102602,8408
7,1,2.36735592102602,21823
8,1,2.36735592102602,53069
9,1,2.36735592102602,122020
10,1,2.36735592102602,248487
11,1,2.36735592102602,424399
12,1,2.36735592102602,600108
13,1,2.36735592102602,720826
14,1,2.36735592102602,785858
15,1,2.36735592102602,809257
16,1,2.36735592102602,804012
17,1,2.36735592102602,778524
18,1,2.36735592102602,739359
19,1,2.36735592102602,692076
20,1,2.36735592102602,640310
21,1,2.36735592102602,587772
22,1,2.36735592102602,535443
23,1,2.36735592102602,484679
24,1,2.36735592102602,435906
25,1,2.36735592102602,390479
26,1,2.36735592102602,348546
27,1,2.36735592102602,309805
28,1,2.36735592102602,274703
29,1,2.36735592102602,243162
30,1,2.36735592102602,215306
31,1,2.36735592102602,190203
32,1,2.36735592102602,167578
33,1,2.36735592102602,147645
34,1,2.36735592102602,130033
35,1,2.36735592102602,113931
36,1,2.36735592102602,100098
37,1,2.36735592102602,87339
38,1,2.36735592102602,76102
39,1,2.36735592102602,66365
40,1,2.36735592102602,57901
41,1,2.36735592102602,50428
42,1,2.36735592102602,43800
43,1,2.36735592102602,38089
44,1,2.36735592102602,33108
45,1,2.36735592102602,28769
46,1,2.36735592102602,24916
47,1,2.36735592102602,21681
48,1,2.36735592102602,18735
49,1,2.36735592102602,16120
50,1,2.36735592102602,13826
51,1,2.36735592102602,11843
52,1,2.36735592102602,10155
53,1,2.36735592102602,8788
54,1,2.36735592102602,7574
55,1,2.36735592102602,6489
56,1,2.36735592102602,5527
57,1,2.36735592102602,4718
58,1,2.36735592102602,4075
59,1,2.36735592102602,3498
60,1,2.36735592102602,3027
61,1,2.36735592102602,2644
62,1,2.36735592102602,2269
63,1,2.36735592102602,1972
64,1,2.36735592102602,1718
65,1,2.36735592102602,1512
66,1,2.36735592102602,1335
67,1,2.36735592102602,1183
68,1,2.36735592102602,1025
69,1,2.36735592102602,920
70,1,2.36735592102602,811
71,1,2.36735592102602,739
72,1,2.36735592102602,673
73,1,2.36735592102602,595
74,1,2.36735592102602,552
75,1,2.36735592102602,499
76,1,2.36735592102602,456
77,1,2.36735592102602,434
78,1,2.36735592102602,405
79,1,2.36735592102602,391
80,1,2.36735592102602,379
81,1,2.36735592102602,369
82,1,2.36735592102602,337
83,1,2.36735592102602,326
84,1,2.36735592102602,324
85,1,2.36735592102602,307
86,1,2.36735592102602,307
87,1,2.36735592102602,302
88,1,2.36735592102602,289
89,1,2.36735592102602,291
90,1,2.36735592102602,286
91,1,2.36735592102602,279
92,1,2.36735592102602,270
93,1,2.36735592102602,271
94,1,2.36735592102602,273
95,1,2.36735592102602,263
96,1,2.36735592102602,281
1,1,3.36735592102602,41
2,1,3.36735592102602,166
3,1,3.36735592102602,344
4,1,3.36735592102602,737
5,1,3.36735592102602,2112
6,1,3.36735592102602,5694
7,1,3.36735592102602,15258
8,1,3.36735592102602,40782
9,1,3.36735592102602,102661
10,1,3.36735592102602,226234
11,1,3.36735592102602,414205
12,1,3.36735592102602,593295
13,1,3.36735592102602,714831
14,1,3.36735592102602,779861
15,1,3.36735592102602,799948
16,1,3.36735592102602,792692
17,1,3.36735592102602,765341
18,1,3.36735592102602,725364
19,1,3.36735592102602,678387
20,1,3.36735592102602,627066
21,1,3.36735592102602,574089
22,1,3.36735592102602,522278
23,1,3.36735592102602,472263
24,1,3.36735592102602,424605
25,1,3.36735592102602,379968
26,1,3.36735592102602,339135
27,1,3.36735592102602,302302
28,1,3.36735592102602,268172
29,1,3.36735592102602,237209
30,1,3.36735592102602,209379
31,1,3.36735592102602,183869
32,1,3.36735592102602,161281
33,1,3.36735592102602,141584
34,1,3.36735592102602,123703
35,1,3.36735592102602,108206
36,1,3.36735592102602,94427
37,1,3.36735592102602,82324
38,1,3.36735592102602,71749
39,1,3.36735592102602,62460
40,1,3.36735592102602,54182
41,1,3.36735592102602,47016
42,1,3.36735592102602,40637
43,1,3.36735592102602,35106
44,1,3.36735592102602,30264
45,1,3.36735592102602,26114
46,1,3.36735592102602,22507
47,1,3.36735592102602,19420
48,1,3.36735592102602,16694
49,1,3.36735592102602,14303
50,1,3.36735592102602,12209
51,1,3.36735592102602,10466
52,1,3.36735592102602,8967
53,1,3.36735592102602,7638
54,1,3.36735592102602,6622
55,1,3.36735592102602,5724
56,1,3.36735592102602,4889
57,1,3.36735592102602,4161
58,1,3.36735592102602,3581
