"Pp","Virus_D","Spread_Frac","Sim","r0"
1,-0.234704070301943,"Diffusion Only",9,1.81954393554187
1,-0.234704070301943,"Diffusion Only",10,1.75587485567249
1,1.76529592969806,"Diffusion Only",1,3.62613497863539
1,1.76529592969806,"Diffusion Only",2,3.62355939000544
1,1.76529592969806,"Diffusion Only",3,3.60400993241223
1,1.76529592969806,"Diffusion Only",4,3.56525734342021
1,1.76529592969806,"Diffusion Only",5,3.5584685625238
1,1.76529592969806,"Diffusion Only",6,3.58591171031943
1,1.76529592969806,"Diffusion Only",7,3.54107976777663
1,1.76529592969806,"Diffusion Only",8,3.54481191175778
1,1.76529592969806,"Diffusion Only",9,3.52387647563813
1,1.76529592969806,"Diffusion Only",10,3.61405310598722
1,2.76529592969806,"Diffusion Only",1,3.80133509567455
1,2.76529592969806,"Diffusion Only",2,3.78347478758225
1,2.76529592969806,"Diffusion Only",3,3.77952434332479
1,2.76529592969806,"Diffusion Only",4,3.79878871395125
1,2.76529592969806,"Diffusion Only",5,3.80848105656595
1,2.76529592969806,"Diffusion Only",6,3.80291048941904
1,2.76529592969806,"Diffusion Only",7,3.81411435612913
1,2.76529592969806,"Diffusion Only",8,3.8080082999104
1,2.76529592969806,"Diffusion Only",9,3.8178957571618
1,2.76529592969806,"Diffusion Only",10,3.80922292168942
1,3.76529592969806,"Diffusion Only",1,3.7570162347313
1,3.76529592969806,"Diffusion Only",2,3.78540102499239
1,3.76529592969806,"Diffusion Only",3,3.74780009086437
1,3.76529592969806,"Diffusion Only",4,3.79643555881017
1,3.76529592969806,"Diffusion Only",5,3.80841355140037
1,3.76529592969806,"Diffusion Only",6,3.81644016795614
1,3.76529592969806,"Diffusion Only",7,3.8172347304255
1,3.76529592969806,"Diffusion Only",8,3.79927160834987
1,3.76529592969806,"Diffusion Only",9,3.8055008581584
1,3.76529592969806,"Diffusion Only",10,3.77641058880734
